635,783,109,82,1,4,0,0
969,823,106,69,1,4,0,0
1428,660,88,60,1,4,0,0
606,608,52,102,1,4,0,0
209,729,82,111,1,4,0,0
230,545,84,42,1,4,0,0
241,528,81,24,1,4,0,0
59,608,94,50,1,4,0,0
0,587,59,69,1,4,0,0
130,506,85,70,1,4,0,0
341,405,48,51,1,4,0,0
355,297,77,42,1,4,0,0
370,276,38,36,1,4,0,0
437,240,31,30,1,4,0,0
439,182,21,40,1,4,0,0
435,159,27,23,1,4,0,0
432,120,26,25,1,4,0,0
439,103,19,10,1,4,0,0
432,78,19,27,1,4,0,0
224,241,23,35,1,4,0,0
249,207,14,36,1,4,0,0
485,96,16,17,1,4,0,0
487,120,21,31,1,4,0,0
491,157,23,35,1,4,0,0
499,222,29,31,1,4,0,0
537,247,21,31,1,4,0,0
545,305,32,42,1,4,0,0
560,359,33,36,1,4,0,0
576,420,34,50,1,4,0,0
