192,480,96,48,1,4,0,0
144,528,96,96,1,4,0,0
384,384,48,48,1,4,0,0
432,240,48,48,1,4,0,0
432,240,48,48,1,4,0,0
288,192,48,48,1,4,0,0
480,144,48,48,1,4,0,0
480,192,48,0,1,4,0,0
528,193,48,95,1,4,0,0
528,144,48,48,1,4,0,0
576,96,0,48,1,4,0,0
481,96,47,0,1,4,0,0
624,336,48,48,1,4,0,0
576,288,48,48,1,4,0,0
624,395,48,63,1,4,0,0
384,864,49,96,1,4,0,0
768,816,96,48,1,4,0,0
1115,783,86,81,1,4,0,0
1488,672,96,55,1,4,0,0
264,691,73,96,1,4,0,0
645,624,75,96,1,4,0,0
291,506,93,35,1,4,0,0
336,480,48,48,1,4,0,0
69,576,75,23,1,4,0,0
