407,775,42,89,1,4,0,0
48,1008,71,61,1,4,0,0
278,679,79,113,1,4,0,0
322,480,75,36,1,4,0,0
307,501,86,55,1,4,0,0
144,558,103,46,1,4,0,0
65,547,79,61,1,4,0,0
420,384,50,48,1,4,0,0
207,480,84,48,1,4,0,0
648,633,81,111,1,4,0,0
816,816,109,61,1,4,0,0
1152,777,97,73,1,4,0,0
1488,672,103,51,1,4,0,0
633,414,48,54,1,4,0,0
624,336,32,51,1,4,0,0
614,288,42,48,1,4,0,0
577,240,33,48,1,4,0,0
606,240,31,48,1,4,0,0
566,159,27,33,1,4,0,0
562,124,33,31,1,4,0,0
556,96,27,23,1,4,0,0
516,53,27,23,1,4,0,0
510,78,41,23,1,4,0,0
510,97,33,25,1,4,0,0
518,122,23,22,1,4,0,0
508,144,35,30,1,4,0,0
514,192,27,24,1,4,0,0
441,288,58,30,1,4,0,0
441,253,50,35,1,4,0,0
301,216,40,27,1,4,0,0
320,193,35,23,1,4,0,0
