1426,656,96,64,1,4,0,0
988,816,96,71,1,4,0,0
639,785,107,79,1,4,0,0
602,604,56,116,1,4,0,0
576,407,48,73,1,4,0,0
556,349,37,54,1,4,0,0
541,299,42,50,1,4,0,0
493,211,35,44,1,4,0,0
533,240,43,34,1,4,0,0
493,151,35,41,1,4,0,0
485,115,19,29,1,4,0,0
439,71,25,25,1,4,0,0
441,178,23,33,1,4,0,0
480,96,24,13,1,4,0,0
441,155,15,17,1,4,0,0
437,120,19,24,1,4,0,0
441,97,23,22,1,4,0,0
347,393,42,56,1,4,0,0
370,303,62,33,1,4,0,0
362,272,50,21,1,4,0,0
222,240,44,28,1,4,0,0
240,213,26,27,1,4,0,0
240,545,65,36,1,4,0,0
247,528,89,23,1,4,0,0
130,506,81,54,1,4,0,0
65,599,88,49,1,4,0,0
0,591,57,56,1,4,0,0
215,729,74,98,1,4,0,0
432,240,34,24,1,4,0,0
