385,948,64,111,1,4,0,0
288,704,67,92,1,4,0,0
144,576,96,48,1,4,0,0
74,576,70,36,1,4,0,0
216,485,72,44,1,4,0,0
305,528,79,30,1,4,0,0
324,493,63,35,1,4,0,0
416,384,52,48,1,4,0,0
435,288,52,34,1,4,0,0
443,263,40,26,1,4,0,0
299,218,37,31,1,4,0,0
336,199,11,19,1,4,0,0
512,213,23,30,1,4,0,0
508,165,27,27,1,4,0,0
576,159,11,21,1,4,0,0
562,115,23,30,1,4,0,0
576,216,24,43,1,4,0,0
600,240,33,36,1,4,0,0
624,289,21,50,1,4,0,0
624,339,34,52,1,4,0,0
633,401,42,67,1,4,0,0
654,602,66,118,1,4,0,0
727,816,100,48,1,4,0,0
1088,816,90,48,1,4,0,0
1488,672,103,61,1,4,0,0
