675,781,100,83,1,4,0,0
1021,816,94,61,1,4,0,0
1449,660,119,61,1,4,0,0
641,597,52,109,1,4,0,0
612,407,40,73,1,4,0,0
600,341,35,54,1,4,0,0
577,240,47,48,1,4,0,0
531,153,31,39,1,4,0,0
528,119,26,28,1,4,0,0
591,297,33,46,1,4,0,0
539,209,37,44,1,4,0,0
528,96,19,13,1,4,0,0
480,65,28,31,1,4,0,0
481,96,20,17,1,4,0,0
481,113,27,32,1,4,0,0
483,145,16,27,1,4,0,0
480,172,34,35,1,4,0,0
480,215,21,42,1,4,0,0
408,291,58,45,1,4,0,0
412,270,39,29,1,4,0,0
270,240,33,23,1,4,0,0
291,203,25,37,1,4,0,0
272,528,77,48,1,4,0,0
288,506,74,29,1,4,0,0
385,395,47,48,1,4,0,0
180,497,75,54,1,4,0,0
249,720,87,99,1,4,0,0
109,585,94,56,1,4,0,0
48,576,61,51,1,4,0,0
