384,960,57,97,1,4,0,0
288,696,55,93,1,4,0,0
672,600,28,120,1,4,0,0
721,816,100,48,1,4,0,0
1075,792,98,73,1,4,0,0
1488,672,96,48,1,4,0,0
624,401,48,55,1,4,0,0
624,336,24,48,1,4,0,0
624,288,21,48,1,4,0,0
593,240,32,28,1,4,0,0
576,213,17,40,1,4,0,0
554,145,29,47,1,4,0,0
551,109,26,35,1,4,0,0
501,151,27,41,1,4,0,0
499,203,29,37,1,4,0,0
293,216,43,31,1,4,0,0
336,192,3,24,1,4,0,0
433,288,56,21,1,4,0,0
435,249,46,39,1,4,0,0
295,528,89,17,1,4,0,0
309,487,75,41,1,4,0,0
403,384,46,48,1,4,0,0
213,480,75,48,1,4,0,0
144,576,96,48,1,4,0,0
76,554,68,50,1,4,0,0
516,99,15,33,1,4,0,0
