255,712,59,121,1,4,0,0
259,541,86,42,1,4,0,0
282,504,78,35,1,4,0,0
635,606,52,106,1,4,0,0
673,794,102,70,1,4,0,0
1023,823,92,62,1,4,0,0
1461,672,94,55,1,4,0,0
600,414,43,66,1,4,0,0
589,345,42,62,1,4,0,0
581,301,35,56,1,4,0,0
576,243,34,35,1,4,0,0
537,220,31,41,1,4,0,0
531,153,33,39,1,4,0,0
528,126,26,29,1,4,0,0
522,96,23,26,1,4,0,0
480,74,24,29,1,4,0,0
480,99,17,18,1,4,0,0
480,119,23,28,1,4,0,0
480,155,21,23,1,4,0,0
480,176,32,39,1,4,0,0
472,226,34,40,1,4,0,0
403,299,50,38,1,4,0,0
410,280,50,21,1,4,0,0
289,211,31,29,1,4,0,0
270,232,33,34,1,4,0,0
385,403,48,38,1,4,0,0
176,497,69,61,1,4,0,0
107,600,94,45,1,4,0,0
34,587,71,48,1,4,0,0
