768,816,144,48,1,4,0,0
1117,768,131,96,1,4,0,0
1453,672,131,48,1,4,0,0
384,789,53,123,1,4,0,0
637,624,83,96,1,4,0,0
288,673,51,104,1,4,0,0
48,1008,63,48,1,4,0,0
144,545,96,46,1,4,0,0
53,537,91,50,1,4,0,0
192,453,96,75,1,4,0,0
309,480,80,21,1,4,0,0
293,483,91,52,1,4,0,0
624,391,49,89,1,4,0,0
397,384,46,48,1,4,0,0
288,199,48,41,1,4,0,0
432,249,51,50,1,4,0,0
624,336,48,48,1,4,0,0
624,288,11,48,1,4,0,0
576,213,19,42,1,4,0,0
591,240,33,48,1,4,0,0
497,192,31,21,1,4,0,0
576,144,7,48,1,4,0,0
491,144,37,19,1,4,0,0
547,113,30,31,1,4,0,0
528,96,0,9,1,4,0,0
