773,806,115,75,1,4,0,0
1138,794,90,77,1,4,0,0
1491,677,102,60,1,4,0,0
662,627,75,110,1,4,0,0
395,848,69,100,1,4,0,0
276,700,86,100,1,4,0,0
61,1031,69,44,1,4,0,0
84,558,77,60,1,4,0,0
151,562,94,71,1,4,0,0
311,512,78,54,1,4,0,0
336,493,69,35,1,4,0,0
220,483,73,48,1,4,0,0
420,389,52,50,1,4,0,0
449,278,54,42,1,4,0,0
625,303,29,46,1,4,0,0
625,347,50,52,1,4,0,0
639,420,56,71,1,4,0,0
516,209,27,32,1,4,0,0
520,161,23,31,1,4,0,0
581,240,35,30,1,4,0,0
570,157,29,38,1,4,0,0
568,134,25,21,1,4,0,0
520,109,29,21,1,4,0,0
