263,685,80,107,1,4,0,0
702,791,114,73,1,4,0,0
1063,816,104,61,1,4,0,0
1488,672,96,53,1,4,0,0
299,512,85,44,1,4,0,0
320,489,73,39,1,4,0,0
144,560,96,64,1,4,0,0
69,576,75,48,1,4,0,0
652,600,68,120,1,4,0,0
629,403,52,77,1,4,0,0
624,336,28,55,1,4,0,0
624,295,24,41,1,4,0,0
597,240,28,30,1,4,0,0
576,213,21,42,1,4,0,0
576,144,11,48,1,4,0,0
560,113,23,32,1,4,0,0
552,96,25,11,1,4,0,0
503,205,26,46,1,4,0,0
506,163,29,29,1,4,0,0
503,144,25,13,1,4,0,0
512,96,17,48,1,4,0,0
299,216,37,35,1,4,0,0
336,195,9,21,1,4,0,0
407,385,57,47,1,4,0,0
439,288,46,30,1,4,0,0
433,257,47,31,1,4,0,0
213,483,76,52,1,4,0,0
48,1017,103,56,1,4,0,0
384,1008,71,71,1,4,0,0
