288,689,74,103,1,4,0,0
384,817,72,96,1,4,0,0
656,625,71,98,1,4,0,0
777,802,135,71,1,4,0,0
1134,775,114,89,1,4,0,0
1488,658,99,65,1,4,0,0
303,504,86,48,1,4,0,0
336,480,55,48,1,4,0,0
226,480,62,32,1,4,0,0
145,576,81,30,1,4,0,0
74,556,73,48,1,4,0,0
416,384,40,48,1,4,0,0
441,264,58,48,1,4,0,0
562,226,44,48,1,4,0,0
600,240,29,24,1,4,0,0
610,288,62,49,1,4,0,0
624,336,48,51,1,4,0,0
635,403,44,77,1,4,0,0
307,216,29,27,1,4,0,0
510,144,33,32,1,4,0,0
576,149,26,43,1,4,0,0
576,126,15,19,1,4,0,0
514,96,19,23,1,4,0,0
