384,960,61,103,1,4,0,0
720,787,101,77,1,4,0,0
1075,796,101,68,1,4,0,0
1488,672,96,53,1,4,0,0
647,599,73,121,1,4,0,0
625,401,47,57,1,4,0,0
624,336,28,48,1,4,0,0
624,288,15,48,1,4,0,0
576,215,19,32,1,4,0,0
600,240,24,28,1,4,0,0
288,695,59,94,1,4,0,0
144,576,96,48,1,4,0,0
71,576,51,48,1,4,0,0
289,528,95,21,1,4,0,0
312,485,75,43,1,4,0,0
207,480,81,48,1,4,0,0
408,384,41,48,1,4,0,0
435,288,58,26,1,4,0,0
445,255,40,33,1,4,0,0
295,213,41,36,1,4,0,0
316,193,21,20,1,4,0,0
497,205,34,35,1,4,0,0
503,153,28,44,1,4,0,0
501,144,32,7,1,4,0,0
576,145,9,47,1,4,0,0
554,111,22,33,1,4,0,0
552,96,24,3,1,4,0,0
508,97,25,47,1,4,0,0
