289,704,64,90,1,4,0,0
389,871,67,98,1,4,0,0
760,819,119,48,1,4,0,0
1121,806,102,58,1,4,0,0
1491,672,96,63,1,4,0,0
673,624,47,111,1,4,0,0
74,560,73,58,1,4,0,0
151,562,83,62,1,4,0,0
305,528,79,34,1,4,0,0
316,497,81,31,1,4,0,0
218,491,81,44,1,4,0,0
410,387,56,48,1,4,0,0
435,288,62,30,1,4,0,0
305,222,36,33,1,4,0,0
443,268,42,23,1,4,0,0
510,211,27,30,1,4,0,0
510,165,33,27,1,4,0,0
581,230,21,48,1,4,0,0
612,240,23,42,1,4,0,0
624,303,28,46,1,4,0,0
627,347,31,44,1,4,0,0
643,405,32,75,1,4,0,0
566,161,25,31,1,4,0,0
576,132,15,29,1,4,0,0
326,201,31,29,1,4,0,0
