384,973,57,96,1,4,0,0
720,792,96,72,1,4,0,0
1061,816,102,53,1,4,0,0
1488,673,96,52,1,4,0,0
656,595,64,105,1,4,0,0
288,700,63,94,1,4,0,0
144,576,96,48,1,4,0,0
76,576,75,32,1,4,0,0
297,528,87,24,1,4,0,0
336,495,49,33,1,4,0,0
209,480,79,49,1,4,0,0
408,385,54,48,1,4,0,0
435,288,58,32,1,4,0,0
437,261,43,27,1,4,0,0
501,218,32,27,1,4,0,0
508,161,23,32,1,4,0,0
506,144,22,11,1,4,0,0
506,99,22,23,1,4,0,0
307,240,29,13,1,4,0,0
336,192,19,28,1,4,0,0
624,291,17,45,1,4,0,0
624,336,48,49,1,4,0,0
629,401,43,57,1,4,0,0
576,209,21,44,1,4,0,0
599,240,26,48,1,4,0,0
558,147,29,45,1,4,0,0
558,120,25,24,1,4,0,0
551,72,25,37,1,4,0,0
65,1032,79,39,1,4,0,0
