631,624,89,96,1,4,0,0
769,816,143,48,1,4,0,0
1115,768,133,61,1,4,0,0
1488,672,96,48,1,4,0,0
48,1008,65,48,1,4,0,0
384,781,59,96,1,4,0,0
255,672,94,97,1,4,0,0
295,480,96,48,1,4,0,0
288,489,96,56,1,4,0,0
144,533,96,91,1,4,0,0
53,528,91,59,1,4,0,0
192,480,96,48,1,4,0,0
401,384,42,48,1,4,0,0
624,389,48,62,1,4,0,0
624,336,17,48,1,4,0,0
624,288,9,48,1,4,0,0
576,240,13,13,1,4,0,0
587,240,37,48,1,4,0,0
432,255,51,50,1,4,0,0
432,240,48,48,1,4,0,0
289,197,47,43,1,4,0,0
576,144,1,48,1,4,0,0
547,103,29,41,1,4,0,0
497,144,32,48,1,4,0,0
499,192,30,21,1,4,0,0
