629,794,106,71,1,4,0,0
965,816,112,59,1,4,0,0
1422,656,98,64,1,4,0,0
1660,635,41,63,1,4,0,0
589,614,73,90,1,4,0,0
211,737,77,103,1,4,0,0
57,610,100,62,1,4,0,0
0,602,65,54,1,4,0,0
122,501,89,80,1,4,0,0
224,549,77,48,1,4,0,0
243,516,79,42,1,4,0,0
324,403,67,50,1,4,0,0
359,303,53,40,1,4,0,0
360,288,50,23,1,4,0,0
432,247,30,21,1,4,0,0
213,241,40,37,1,4,0,0
230,215,29,26,1,4,0,0
432,182,24,38,1,4,0,0
422,163,29,13,1,4,0,0
432,128,24,25,1,4,0,0
432,101,23,19,1,4,0,0
432,71,23,25,1,4,0,0
480,96,17,19,1,4,0,0
480,124,23,29,1,4,0,0
480,161,32,34,1,4,0,0
495,220,33,43,1,4,0,0
529,247,29,41,1,4,0,0
541,311,38,40,1,4,0,0
549,355,38,52,1,4,0,0
554,418,58,62,1,4,0,0
