1488,672,96,48,1,4,0,0
1069,791,90,73,1,4,0,0
721,792,106,72,1,4,0,0
647,597,73,101,1,4,0,0
288,689,55,96,1,4,0,0
384,960,51,99,1,4,0,0
59,576,85,23,1,4,0,0
144,551,96,73,1,4,0,0
297,528,87,21,1,4,0,0
309,487,78,41,1,4,0,0
203,480,85,48,1,4,0,0
408,384,45,48,1,4,0,0
432,288,59,23,1,4,0,0
435,253,45,35,1,4,0,0
289,213,47,30,1,4,0,0
314,192,25,19,1,4,0,0
497,193,31,47,1,4,0,0
497,153,31,39,1,4,0,0
501,144,27,7,1,4,0,0
506,96,22,26,1,4,0,0
552,111,24,33,1,4,0,0
576,144,1,26,1,4,0,0
576,203,13,38,1,4,0,0
597,240,27,23,1,4,0,0
624,288,15,48,1,4,0,0
624,336,19,48,1,4,0,0
629,395,43,63,1,4,0,0
