744,816,100,48,1,4,0,0
1104,798,96,66,1,4,0,0
1488,672,96,51,1,4,0,0
384,883,49,125,1,4,0,0
672,624,48,96,1,4,0,0
627,407,45,55,1,4,0,0
624,336,21,51,1,4,0,0
602,293,37,43,1,4,0,0
597,240,27,48,1,4,0,0
576,220,13,44,1,4,0,0
576,153,0,39,1,4,0,0
558,126,21,25,1,4,0,0
503,149,25,43,1,4,0,0
503,203,25,37,1,4,0,0
439,270,42,41,1,4,0,0
451,253,29,35,1,4,0,0
293,215,43,26,1,4,0,0
316,195,20,21,1,4,0,0
144,576,76,48,1,4,0,0
63,576,81,24,1,4,0,0
205,480,63,48,1,4,0,0
408,384,43,48,1,4,0,0
305,510,59,37,1,4,0,0
318,489,66,39,1,4,0,0
