240,729,72,96,1,4,0,0
608,602,64,106,1,4,0,0
658,785,96,69,1,4,0,0
1008,816,96,61,1,4,0,0
1440,662,96,59,1,4,0,0
589,410,42,70,1,4,0,0
576,351,36,42,1,4,0,0
564,305,36,40,1,4,0,0
554,241,31,47,1,4,0,0
516,209,36,48,1,4,0,0
512,153,21,39,1,4,0,0
512,120,27,35,1,4,0,0
504,82,24,27,1,4,0,0
455,71,28,28,1,4,0,0
464,97,16,20,1,4,0,0
462,115,21,29,1,4,0,0
458,145,22,25,1,4,0,0
456,174,35,39,1,4,0,0
453,228,28,35,1,4,0,0
395,295,46,41,1,4,0,0
397,278,44,25,1,4,0,0
370,403,40,42,1,4,0,0
245,240,29,24,1,4,0,0
268,213,23,27,1,4,0,0
157,504,86,52,1,4,0,0
253,537,83,40,1,4,0,0
272,514,77,29,1,4,0,0
78,599,94,48,1,4,0,0
13,587,83,71,1,4,0,0
