48,1008,48,48,1,4,0,0
384,768,48,96,1,4,0,0
240,672,96,96,1,4,0,0
144,528,96,96,1,4,0,0
48,528,96,48,1,4,0,0
192,480,96,48,1,4,0,0
288,480,96,48,1,4,0,0
288,528,48,0,1,4,0,0
384,384,48,0,1,4,0,0
768,768,144,96,1,4,0,0
1104,768,144,96,1,4,0,0
1488,624,96,96,1,4,0,0
624,624,96,96,1,4,0,0
432,240,48,48,1,4,0,0
576,288,48,48,1,4,0,0
624,336,0,48,1,4,0,0
624,384,48,96,1,4,0,0
576,192,0,96,1,4,0,0
528,144,48,48,1,4,0,0
480,144,48,48,1,4,0,0
480,192,48,0,1,4,0,0
576,96,0,48,1,4,0,0
480,96,48,0,1,4,0,0
288,192,48,48,1,4,0,0
